0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
Create a new task which typically has a  start date and an end date. Tasks are activities that one or more persons resources are expected to complete in the specified time frame.,To create a new task an object of TaskManager class is passed to the class constructor. The TaskManager in its turn takes care of a resource allocation using ResourceAssignmentCollection class. ,0.4054651081081644,0.3482374531411765,0.005608715983637309,0.06365141682948129,1.0986122886681098,0.22082976613039174,5.8033490323423775,1.3272402238600818,49.4075611271121,14.713918657239706,1.0,7.909584306529654,0.026375731808403403,0.3108953208544176,0.7912719542521021,0.06808278940070178,0.3068684483319632,2.667228206581955,0.4054651081081644,0.3482374531411765,0.005608715983637309,0.11569826129048263,1.0986122886681098,0.3094940096418562,3.281585560401079,0.0,25.263008401496492,7.127697793753447,1.0,13.574958839414563,0.01562913976968645,0.120588816820403,0.4063576340118477,0.0487656235868708,0.18796893492582475,2.5520459526256287,1
Create a new task which typically has a  start date and an end date. Tasks are activities that one or more persons resources are expected to complete in the specified time frame.,The Task class provides a public method SetStart() which allows to specify starting date for the task. As input argument the method takes an object of GanttCalendar class. ,0.4054651081081644,0.3482374531411765,0.005608715983637309,0.06365141682948129,1.0986122886681098,0.22082976613039174,5.8033490323423775,1.3272402238600818,49.4075611271121,14.713918657239706,1.0,7.909584306529654,0.026375731808403403,0.3108953208544176,0.7912719542521021,0.06808278940070178,0.3068684483319632,2.667228206581955,0.4054651081081644,0.3482374531411765,0.004711321426255339,0.07344394249555533,1.0986122886681098,0.23626328861483,2.919059192977736,0.0,25.263008401496492,6.675590568455873,1.0,13.740754871136854,0.01049874263137344,0.120588816820403,0.27296730841570943,0.04373781023725962,0.266755972853773,1.8588987720656835,1
Create a new task which typically has a  start date and an end date. Tasks are activities that one or more persons resources are expected to complete in the specified time frame.,The Task class provides a public method SetEnd() which allows to specify starting date for the task. As input argument the method takes an object of GanttCalendar class.,0.4054651081081644,0.3482374531411765,0.005608715983637309,0.06365141682948129,1.0986122886681098,0.22082976613039174,5.8033490323423775,1.3272402238600818,49.4075611271121,14.713918657239706,1.0,7.909584306529654,0.026375731808403403,0.3108953208544176,0.7912719542521021,0.06808278940070178,0.3068684483319632,2.667228206581955,0.4054651081081644,0.3482374531411765,0.004711321426255339,0.07344394249555533,1.0986122886681098,0.23626328861483,2.919059192977736,0.0,25.263008401496492,6.675590568455873,1.0,13.605777074681432,0.01049874263137344,0.120588816820403,0.27296730841570943,0.04373781023725962,0.266755972853773,1.8588987720656835,1
Create a new task which typically has a  start date and an end date. Tasks are activities that one or more persons resources are expected to complete in the specified time frame.,The Task class provides a public method SetDuration() which allows to specify the duration of the task. As input argument the method takes an object of TaskLength class,0.4054651081081644,0.3482374531411765,0.005608715983637309,0.06365141682948129,1.0986122886681098,0.22082976613039174,5.8033490323423775,1.3272402238600818,49.4075611271121,14.713918657239706,1.0,7.909584306529654,0.026375731808403403,0.3108953208544176,0.7912719542521021,0.06808278940070178,0.3068684483319632,2.667228206581955,0.4054651081081644,0.3482374531411765,0.004711321426255339,0.08302358716888864,1.0986122886681098,0.25020135527501025,2.903823687948672,0.0,25.263008401496492,7.049776754995564,1.0,12.677708190856585,0.010958681418226653,0.120588816820403,0.252049672619213,0.04380073569458778,0.24308252859314847,1.4534336639575192,1
Delete Tasks; Delete an existing task and all its associated information such as links to other tasks or knowledge on what resources are supposed to work on them.,"To delete a task from the Calendar the GanttProject class call delete method and supplied TaskId paramenter. The adjustment of allocated resources and links to other tasks takes place through interfacing with the following classes DefaultMutableTreeNode, GanttTreeTableNode, TaskNode, and AdjustTaskBoundsAlgorithm.",0.4054651081081644,0.3482374531411765,0.005608715983637309,0.06016309587105097,1.0986122886681098,0.23101776285295464,4.83913605574455,0.0,26.895569359004863,13.292889121229225,1.0,7.615341466968301,0.027935228932762523,0.1380639699077777,0.6983807233190631,0.04406019252829024,0.2642699691544662,4.969813299576001,0.4054651081081644,0.3482374531411765,0.005353774348017431,0.034754152123556946,0.4054651081081644,0.11516370362834907,2.1356848820608265,0.0,25.263008401496492,5.574281005933723,1.0,13.53283627006141,0.010463465444493615,0.10700626891144142,0.36622129055727654,0.053419584351681766,0.3606558787894091,2.7343675094195836,1
Delete Tasks; Delete an existing task and all its associated information such as links to other tasks or knowledge on what resources are supposed to work on them.,When deleting a task the GanttProject class calls GanttTreeTableNode and DefaultMutableTreeNode classes to identify the parent of the task being deleted.,0.4054651081081644,0.3482374531411765,0.005608715983637309,0.06016309587105097,1.0986122886681098,0.23101776285295464,4.83913605574455,0.0,26.895569359004863,13.292889121229225,1.0,7.615341466968301,0.027935228932762523,0.1380639699077777,0.6983807233190631,0.04406019252829024,0.2642699691544662,4.969813299576001,0.4054651081081644,0.3482374531411765,0.005353774348017431,0.04505167867868493,0.4054651081081644,0.13111964456725062,3.300361375997269,0.0,25.263008401496492,7.515898288246813,1.0,13.95159389331567,0.01135766761471922,0.12293085645724695,0.20443801706494596,0.06208467326960058,0.17343794789040662,1.7047480922384253,1
Delete Tasks; Delete an existing task and all its associated information such as links to other tasks or knowledge on what resources are supposed to work on them.,When deleting a task the GanttProject class calls AdjustTaskBoundsAlgorithm and passes the parent of the deleted task as a parameter. The AdjustTaskBoundsAlgorithm takes care of handling and releasing resources associated with the deleted task. ,0.4054651081081644,0.3482374531411765,0.005608715983637309,0.06016309587105097,1.0986122886681098,0.23101776285295464,4.83913605574455,0.0,26.895569359004863,13.292889121229225,1.0,7.615341466968301,0.027935228932762523,0.1380639699077777,0.6983807233190631,0.04406019252829024,0.2642699691544662,4.969813299576001,0.4054651081081644,0.3482374531411765,0.005608715983637309,0.032437208648653154,0.4054651081081644,0.1122682047530645,2.995570744160205,0.0,25.263008401496492,6.096369324067462,1.0,12.996271914671969,0.005730177397290726,0.05889085002184473,0.14325443493226814,0.04686853472812151,0.28058754763313404,2.7343675094195836,1
"Maintain task properties;  Edit and update task properties including start and end date, name, or progress(% complete).",GUI should able to provide ability to change task name. ,0.4054651081081644,0.3482374531411765,0.005608715983637309,0.0,0.0,0.0,3.2115588907710086,0.0,22.108041014302675,8.866892856901623,0.9166666666666666,9.610921691479321,0.014598803369774892,0.04945738620485483,0.21898205054662337,0.05711102072705513,0.24248775962729663,3.871201010907891,0.4054651081081644,0.3482374531411765,0.0058891517828191745,0.0,0.0,0.0,1.9268383983636181,0.0,12.17493211797071,4.99950822601242,0.8051948051948052,9.982841224462703,0.020487086835116543,0.046196630107413636,0.1843837815160489,0.054558046091131046,0.6501654920943685,2.7343675094195836,1
"Maintain task properties;  Edit and update task properties including start and end date, name, or progress(% complete).",GUI should able to provide ability to change start/end date of a task.,0.4054651081081644,0.3482374531411765,0.005608715983637309,0.0,0.0,0.0,3.2115588907710086,0.0,22.108041014302675,8.866892856901623,0.9166666666666666,9.610921691479321,0.014598803369774892,0.04945738620485483,0.21898205054662337,0.05711102072705513,0.24248775962729663,3.871201010907891,0.4054651081081644,0.3482374531411765,0.005608715983637309,0.0337887590090137,0.4054651081081644,0.1170476946566247,4.251700043481015,1.550543071739972,25.263008401496492,8.127170140549868,1.0,9.487496737571778,0.016690699932538296,0.046196630107413636,0.20028839919045954,0.05159303435254517,0.4599867100297181,2.7343675094195836,1
"Maintain task properties;  Edit and update task properties including start and end date, name, or progress(% complete).",GUI should able to provide ability to set progress on a task.,0.4054651081081644,0.3482374531411765,0.005608715983637309,0.0,0.0,0.0,3.2115588907710086,0.0,22.108041014302675,8.866892856901623,0.9166666666666666,9.610921691479321,0.014598803369774892,0.04945738620485483,0.21898205054662337,0.05711102072705513,0.24248775962729663,3.871201010907891,0.4054651081081644,0.3482374531411765,0.0065435019809101935,0.03686046437346949,0.4054651081081644,0.12225232992506094,3.810067728794496,0.3953967361525804,25.263008401496492,9.797261739802783,1.0,8.037732843598713,0.032314337026539755,0.10700626891144142,0.3554577072919373,0.05026497780984734,0.24781545431585653,1.6357552207514736,1
"Add/Remove Tasks as Subtasks;A task can be made a subtask of another. For example, task 1.1 is a subtask of task 1.",To add tasks as subtasks a method which indent the selected task nodes in GUI and change them to be subtasks is used. A manager of task hierarchy provides functions to update the relationship between tasks.,0.4054651081081644,0.3482374531411765,0.004907626485682645,0.08847514098683966,1.0986122886681098,0.27819478955522875,7.015359630937549,0.0,49.4075611271121,14.521496907502986,1.0,12.897962529199011,0.014278297433989546,0.08698739857713464,0.24273105637782227,0.057628971411124066,0.19943797058962878,1.119665697865942,0.4054651081081644,0.3482374531411765,0.005353774348017431,0.09400483729851714,1.0986122886681098,0.2816953700923148,3.3366858120503204,0.0,25.263008401496492,6.847953141847996,1.0,10.999363641736075,0.01450160947704855,0.10700626891144142,0.4640515032655536,0.04859985444439462,0.37688151610249904,3.6506582412937387,1
"Add/Remove Tasks as Subtasks;A task can be made a subtask of another. For example, task 1.1 is a subtask of task 1.",The manager of task hierarchy provides a method to move a task node to a specific position.,0.4054651081081644,0.3482374531411765,0.004907626485682645,0.08847514098683966,1.0986122886681098,0.27819478955522875,7.015359630937549,0.0,49.4075611271121,14.521496907502986,1.0,12.897962529199011,0.014278297433989546,0.08698739857713464,0.24273105637782227,0.057628971411124066,0.19943797058962878,1.119665697865942,0.4054651081081644,0.3482374531411765,0.0065435019809101935,0.03118962370062803,0.4054651081081644,0.11245578751504126,4.241562963535934,0.0,25.263008401496492,7.452392269241186,1.0,10.404392366202748,0.005194337646796469,0.028920205328562373,0.06752638940835409,0.04883456485634208,0.12001607211963541,1.417066019786644,1
"Add/Remove Tasks as Subtasks;A task can be made a subtask of another. For example, task 1.1 is a subtask of task 1.",To remove tasks as subtasks GanttTree2 class calls a method which dedent selected task nodes in GUI so that they will not be subtasks of their original parents tasks. An object of a class is used to remove relationship between selected tasks and their original parents and add relationship between selected tasks and their new parents.,0.4054651081081644,0.3482374531411765,0.004907626485682645,0.08847514098683966,1.0986122886681098,0.27819478955522875,7.015359630937549,0.0,49.4075611271121,14.521496907502986,1.0,12.897962529199011,0.014278297433989546,0.08698739857713464,0.24273105637782227,0.057628971411124066,0.19943797058962878,1.119665697865942,0.4054651081081644,0.3482374531411765,0.004907626485682645,0.07713217419365509,1.0986122886681098,0.2570416876835413,2.4627451213959453,0.0,25.263008401496492,6.007945029052927,1.0,12.88427355007896,0.014496566631830316,0.120588816820403,0.5653660986413823,0.04414504305163747,0.4266534918329308,3.6506582412937387,1
"Add/Remove Tasks as Subtasks;A task can be made a subtask of another. For example, task 1.1 is a subtask of task 1.",To remove tasks as subtasks a method which dedent selected task nodes in GUI so that they will not be subtasks of their original parents tasks is used. The task tree model provides methods to remove relationship between selected tasks and their original parents and add relationship between selected tasks and their new parents.,0.4054651081081644,0.3482374531411765,0.004907626485682645,0.08847514098683966,1.0986122886681098,0.27819478955522875,7.015359630937549,0.0,49.4075611271121,14.521496907502986,1.0,12.897962529199011,0.014278297433989546,0.08698739857713464,0.24273105637782227,0.057628971411124066,0.19943797058962878,1.119665697865942,0.4054651081081644,0.3482374531411765,0.005353774348017431,0.05025111854959049,1.0986122886681098,0.19726482555256356,2.8382248134467045,0.0,25.263008401496492,5.852217078186759,1.0,13.379633268303458,0.009699730651512225,0.05889085002184473,0.3685897647574645,0.04154124231183289,0.5390740118625936,2.9575110607337933,1
