0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
Add/Remove Holidays and Vacation Days;Holidays and vacation days are properties of persons (resources). changing this information also changes the availability of a person on certain days.,The Task class provides a public method SetStart() which allows to specify starting date for the task. As input argument the method takes an object of GanttCalendar class. ,0.4054651081081644,0.3482374531411765,0.004907626485682645,0.0337887590090137,0.4054651081081644,0.11447490367409945,1.9697069425403144,0.0,22.692133615582563,6.437503716378274,1.0,16.522912108605738,0.020561734332689492,0.1645315260084549,0.4934816239845478,0.09512200014733516,0.28682868339627526,3.0757749812275272,0.4054651081081644,0.3482374531411765,0.004711321426255339,0.07344394249555533,1.0986122886681098,0.23626328861483,0.8678602885084129,0.0,5.440397849691395,1.3661764468535966,1.0,14.164387493540998,0.0008373928990601584,0.005146618689578261,0.02177221537556412,0.04735320767232307,0.11415890363955347,1.041453874828161,0
Change Task Begin/End Times automatically with dependency changes;The start or end date should be changed automatically if links among tasks are changed,The Task class provides a public method SetEnd() which allows to specify starting date for the task. As input argument the method takes an object of GanttCalendar class.,0.4054651081081644,0.3482374531411765,0.005353774348017431,0.0,0.0,0.0,2.26805094955514,2.4469436762748065,6.423172790926732,2.4148999454207076,0.8307692307692308,9.941435197022424,0.007832459762920754,0.027588387473790242,0.15664919525841509,0.07006388987256328,0.3927273585574665,3.0757749812275272,0.4054651081081644,0.3482374531411765,0.004711321426255339,0.07344394249555533,1.0986122886681098,0.23626328861483,0.8678602885084129,0.0,5.440397849691395,1.3661764468535966,1.0,14.034144657367657,0.0008373928990601584,0.005146618689578261,0.02177221537556412,0.04735320767232307,0.11415890363955347,1.041453874828161,0
"Handle Milestones; A milestone is a special task. Whereas a task typically has a timeframe specified (the time needed to complete the task), a milestone is typically an event. For example, the release date of a software is an event rather than a timeframe.",The Task class provides a public method SetDuration() which allows to specify the duration of the task. As input argument the method takes an object of TaskLength class,0.4054651081081644,0.3482374531411765,0.004907626485682645,0.12444748734001995,1.0986122886681098,0.32780395940976537,2.4340091278131704,0.0,22.692133615582563,6.12490014645014,1.0,12.667001661227399,0.013965779525396778,0.1921738358402748,0.4608707243380937,0.08166683064700356,0.0906755012941259,2.5649493574615367,0.4054651081081644,0.3482374531411765,0.004711321426255339,0.08302358716888864,1.0986122886681098,0.25020135527501025,0.8596185828044732,0.0,5.440397849691395,1.4327665333030213,1.0,13.087882745105214,0.0007699322806511495,0.005146618689578261,0.01770844245497644,0.04571963021392103,0.10022300266020091,1.041453874828161,0
"Maintain task properties;  Edit and update task properties including start and end date, name, or progress(% complete).","To delete a task from the Calendar the GanttProject class call delete method and supplied TaskId paramenter. The adjustment of allocated resources and links to other tasks takes place through interfacing with the following classes DefaultMutableTreeNode, GanttTreeTableNode, TaskNode, and AdjustTaskBoundsAlgorithm.",0.4054651081081644,0.3482374531411765,0.005608715983637309,0.0,0.0,0.0,1.975603602227625,0.0,10.67205174836497,3.665450451988904,0.9230769230769231,10.267285995666771,0.007989216341027311,0.03702258562909781,0.11983824511540966,0.06868317391875325,0.35517270293934505,3.481240089335692,0.4054651081081644,0.3482374531411765,0.005353774348017431,0.034754152123556946,0.4054651081081644,0.11516370362834907,0.7431742651370378,0.0,5.440397849691395,1.1958095460458174,1.0,14.160436869177845,0.0013814351327306805,0.0158400679563675,0.04835022964557382,0.05033901542042943,0.11740349590559739,1.7346010553881064,0
Change Task Begin/End Times manually with user changes; Change the start or end date either by editing its properties or by dragging-and-dropping the bar in the GUI.,When deleting a task the GanttProject class calls GanttTreeTableNode and DefaultMutableTreeNode classes to identify the parent of the task being deleted.,0.4054651081081644,0.3482374531411765,0.005121001550277543,0.018430232186734744,0.4054651081081644,0.08644545150586568,1.0334096525680445,0.0,10.713665807530706,3.98527437170599,0.8153846153846154,7.806814532345561,0.021322605684852,0.06794011018875866,0.469097325066744,0.08679214214282087,0.8835538821868603,4.174387269895637,0.4054651081081644,0.3482374531411765,0.005353774348017431,0.04505167867868493,0.4054651081081644,0.13111964456725062,0.9528135756724178,0.0,5.440397849691395,1.5436279290975292,1.0,14.604042521934256,0.0012645001993545988,0.0158400679563675,0.02276100358838278,0.04064726220997408,0.0369363528002883,0.5306282510621703,0
Add/Remove Holidays and Vacation Days;Holidays and vacation days are properties of persons (resources). changing this information also changes the availability of a person on certain days.,When deleting a task the GanttProject class calls AdjustTaskBoundsAlgorithm and passes the parent of the deleted task as a parameter. The AdjustTaskBoundsAlgorithm takes care of handling and releasing resources associated with the deleted task. ,0.4054651081081644,0.3482374531411765,0.004907626485682645,0.0337887590090137,0.4054651081081644,0.11447490367409945,1.9697069425403144,0.0,22.692133615582563,6.437503716378274,1.0,16.522912108605738,0.020561734332689492,0.1645315260084549,0.4934816239845478,0.09512200014733516,0.28682868339627526,3.0757749812275272,0.4054651081081644,0.3482374531411765,0.005608715983637309,0.032437208648653154,0.4054651081081644,0.1122682047530645,0.9458216615031246,0.0,5.440397849691395,1.4412523814325742,1.0,13.001637928328602,0.001610968769447847,0.0158400679563675,0.040274219236196174,0.05786038149961883,0.05795562236454888,1.2237754316221154,0
"Handle Milestones; A milestone is a special task. Whereas a task typically has a timeframe specified (the time needed to complete the task), a milestone is typically an event. For example, the release date of a software is an event rather than a timeframe.",GUI should able to provide ability to change task name. ,0.4054651081081644,0.3482374531411765,0.004907626485682645,0.12444748734001995,1.0986122886681098,0.32780395940976537,2.4340091278131704,0.0,22.692133615582563,6.12490014645014,1.0,12.667001661227399,0.013965779525396778,0.1921738358402748,0.4608707243380937,0.08166683064700356,0.0906755012941259,2.5649493574615367,0.4054651081081644,0.3482374531411765,0.0058891517828191745,0.0,0.0,0.0,0.9408701676689838,0.3636580966745311,2.9623291238746514,1.0713164974735259,0.9411764705882353,11.489638356732108,0.004500589845381786,0.012425661371591165,0.040505308608436076,0.06082181539204995,0.5163333955324596,1.7346010553881064,0
"Maintain Resource Properties;A resource has a range of properties, including name and holidays",GUI should able to provide ability to change start/end date of a task.,0.4054651081081644,0.3482374531411765,0.006199107139809657,0.03118962370062803,0.4054651081081644,0.11245578751504126,2.5488972589259378,0.0,22.692133615582563,7.548087435959085,1.0,13.681922873013285,0.022387742920134037,0.13724614291357753,0.2910406579617425,0.06833837039760192,0.26006187876825276,1.8718021769015913,0.4054651081081644,0.3482374531411765,0.005608715983637309,0.0337887590090137,0.4054651081081644,0.1170476946566247,1.2497920154490396,0.7840660483246389,5.440397849691395,1.5241454299095731,1.0,10.519596501292845,0.004035839311799662,0.012425661371591165,0.04843007174159594,0.05509187871325098,0.36085377132005925,1.7346010553881064,0
"Add/Remove Tasks as Subtasks;A task can be made a subtask of another. For example, task 1.1 is a subtask of task 1.",GUI should able to provide ability to set progress on a task.,0.4054651081081644,0.3482374531411765,0.004907626485682645,0.08847514098683966,1.0986122886681098,0.27819478955522875,4.373793288313306,0.0,22.692133615582563,6.737962404367918,1.0,13.936758570098748,0.002933009246996608,0.021012596738173264,0.04986115719894234,0.06693937494796334,0.026556420505040423,0.7512109815147064,0.4054651081081644,0.3482374531411765,0.0065435019809101935,0.03686046437346949,0.4054651081081644,0.12225232992506094,1.2267661635928206,0.3636580966745311,5.440397849691395,1.7431288160657983,1.0,10.480300186519234,0.0058385859537033605,0.02878183233364494,0.06422444549073697,0.05125084241496156,0.3185550330622918,1.7346010553881064,0
Create Resources (person);GanttProject supports Persons as resources. Persons have names and holidays or vacation days. Persons can be assigned to work on tasks.,To add tasks as subtasks a method which indent the selected task nodes in GUI and change them to be subtasks is used. A manager of task hierarchy provides functions to update the relationship between tasks.,0.4054651081081644,0.3482374531411765,0.004711321426255339,0.0,0.0,0.0,2.0891611464776836,0.0,15.567157888279706,5.671138405739943,1.0,12.587647720151502,0.017037321830690746,0.09363866433057376,0.35778375844450566,0.07732984717282712,0.3965989297760113,2.7880929087757464,0.4054651081081644,0.3482374531411765,0.005353774348017431,0.09400483729851714,1.0986122886681098,0.2816953700923148,1.0873047643244922,0.33074649237751463,5.440397849691395,1.3857697517362346,1.0,11.121992699520248,0.0031600973454847586,0.02878183233364494,0.10112311505551227,0.04492414667054068,0.14074829730487265,2.1400661634962708,0
"Show Resource Utilization (underused or overused person);Tasks may be assigned to persons and it should be indicated if a person receives more tasks than he/she is able to handle (e.g., the person hours per  task for all tasks exceeds the allowed 8 hours a day) or if the person is not available due to holidays or vacation days. it should also be indicated if the person is under-utilized in that he/she is working less than the 8 hours a day.",The manager of task hierarchy provides a method to move a task node to a specific position.,0.4054651081081644,0.3482374531411765,0.0037994527631091445,0.04539230613710986,1.0986122886681098,0.17860970232399911,2.0351702829275764,0.0,22.692133615582563,4.950294897030674,1.0,10.93080285731863,0.013922351212000441,0.1645315260084549,0.7100399118120225,0.0859916161675197,0.22392907495367773,3.0757749812275272,0.4054651081081644,0.3482374531411765,0.0065435019809101935,0.03118962370062803,0.4054651081081644,0.11245578751504126,1.128823088006745,0.0,5.440397849691395,1.653943799208736,1.0,11.204592319616093,0.0009312159073334295,0.004345915418287218,0.012105806795334583,0.047516186878835694,0.03884463852450985,0.7537718023763802,0
Create Resources (person);GanttProject supports Persons as resources. Persons have names and holidays or vacation days. Persons can be assigned to work on tasks.,To remove tasks as subtasks GanttTree2 class calls a method which dedent selected task nodes in GUI so that they will not be subtasks of their original parents tasks. An object of a class is used to remove relationship between selected tasks and their original parents and add relationship between selected tasks and their new parents.,0.4054651081081644,0.3482374531411765,0.004711321426255339,0.0,0.0,0.0,2.0891611464776836,0.0,15.567157888279706,5.671138405739943,1.0,12.587647720151502,0.017037321830690746,0.09363866433057376,0.35778375844450566,0.07732984717282712,0.3965989297760113,2.7880929087757464,0.4054651081081644,0.3482374531411765,0.004907626485682645,0.07713217419365509,1.0986122886681098,0.2570416876835413,0.910271410180382,0.29128147668214516,5.440397849691395,1.3178406560787743,1.0,13.178201915797452,0.002730071417420425,0.02878183233364494,0.10647278527939658,0.04355547655449819,0.1750206645008918,2.1400661634962708,0
Prevent Circular Dependencies;Links among tasks may not be circular in that task 1 cannot depend on task 2 if task 2 already depends on task 1.,To remove tasks as subtasks a method which dedent selected task nodes in GUI so that they will not be subtasks of their original parents tasks is used. The task tree model provides methods to remove relationship between selected tasks and their original parents and add relationship between selected tasks and their new parents.,0.4054651081081644,0.3482374531411765,0.004907626485682645,0.01930786229086497,0.4054651081081644,0.08847974045567221,2.3719230308156303,0.0,12.12843586491514,4.070585067585017,0.9846153846153847,13.85192764811494,0.005873431095948024,0.04737038795018481,0.1233420530149085,0.07134680108375958,0.40181340213739764,3.0757749812275272,0.4054651081081644,0.3482374531411765,0.005353774348017431,0.05025111854959049,1.0986122886681098,0.19726482555256356,0.9381541112692314,0.2573532344180263,5.440397849691395,1.3321334533965719,1.0,13.05398556810237,0.002708583436144976,0.02878183233364494,0.10292617057350908,0.04430396908726492,0.16699962288169026,2.1400661634962708,0
"Add/Remove Tasks as Subtasks;A task can be made a subtask of another. For example, task 1.1 is a subtask of task 1.",Milestone is a task with no duration. It has only time point of occurrence.,0.4054651081081644,0.3482374531411765,0.004907626485682645,0.08847514098683966,1.0986122886681098,0.27819478955522875,4.373793288313306,0.0,22.692133615582563,6.737962404367918,1.0,13.936758570098748,0.002933009246996608,0.021012596738173264,0.04986115719894234,0.06693937494796334,0.026556420505040423,0.7512109815147064,0.4054651081081644,0.3482374531411765,0.006199107139809657,0.13639589320603132,1.0986122886681098,0.31320908634898015,1.18208328555305,0.8003717701065813,5.440397849691395,1.4988329242179983,1.0,10.375522540909428,0.002196691710901723,0.008209179405153378,0.030753683952624122,0.056078080689575684,0.3595227414566018,2.1400661634962708,0
